Date,Time,Current  (A),Voltage  (mV),     P = I* V
4/19/2022,4:01:55,2.73,6.19,16.8987
4/19/2022,4:02:58,3.05,6.14,18.727
4/19/2022,4:04:00,2.95,5.87,17.3165
4/19/2022,4:05:03,2.82,6.04,17.0328
4/19/2022,4:06:06,2.76,5.88,16.2288
4/19/2022,4:07:08,2.78,6.05,16.819
4/19/2022,4:08:11,3.06,5.95,18.207
4/19/2022,4:09:14,2.81,5.8,16.298
4/19/2022,4:10:16,2.79,6.05,16.8795
4/19/2022,4:11:19,3.09,5.94,18.3546
4/19/2022,4:12:21,2.82,6.09,17.1738
4/19/2022,4:13:23,2.84,5.93,16.8412
4/19/2022,4:14:26,2.92,5.91,17.2572
4/19/2022,4:15:29,3,5.8,17.4
4/19/2022,4:16:31,2.82,5.82,16.4124
4/19/2022,4:17:34,2.97,6.22,18.4734
4/19/2022,4:18:36,2.96,6.09,18.0264
4/19/2022,4:19:39,2.85,6.03,17.1855
4/19/2022,4:20:41,2.97,5.78,17.1666
4/19/2022,4:21:44,2.72,6.22,16.9184
4/19/2022,4:22:47,2.79,6.03,16.8237
4/19/2022,4:23:49,2.91,6.01,17.4891
4/19/2022,4:24:52,2.91,6.19,18.0129
4/19/2022,4:25:55,2.97,6.14,18.2358
4/19/2022,4:26:58,3.16,5.87,18.5492
4/19/2022,4:28:01,3.09,6.24,19.2816
4/19/2022,4:29:04,2.97,5.84,17.3448
4/19/2022,4:30:06,2.75,5.95,16.3625
4/19/2022,4:31:09,2.68,5.93,15.8924
4/19/2022,4:32:11,2.81,6.11,17.1691
4/19/2022,4:33:14,3.1,5.77,17.887
4/19/2022,4:34:17,2.94,6.09,17.9046
4/19/2022,4:35:19,2.8,5.95,16.66
4/19/2022,4:36:22,2.7,5.88,15.876
4/19/2022,4:37:24,2.89,6.05,17.4845
4/19/2022,4:38:27,2.91,5.92,17.2272
4/19/2022,4:39:29,2.77,6.22,17.2294
4/19/2022,4:40:32,2.71,6.21,16.8291
4/19/2022,4:41:35,2.71,6.24,16.9104
4/19/2022,4:42:37,2.7,5.95,16.065
4/19/2022,4:43:40,3.02,5.9,17.818
4/19/2022,4:44:43,2.76,5.98,16.5048
4/19/2022,4:45:45,3.14,5.77,18.1178
4/19/2022,4:46:48,2.9,5.91,17.139
4/19/2022,4:47:51,3.08,5.83,17.9564
4/19/2022,4:48:53,3.04,5.97,18.1488
4/19/2022,4:49:56,2.84,6,17.04
4/19/2022,4:50:59,2.86,6.06,17.3316
4/19/2022,4:52:01,3.13,6.08,19.0304
4/19/2022,4:53:04,2.94,5.88,17.2872
4/19/2022,4:54:06,2.9,5.83,16.907
4/19/2022,4:55:09,2.71,6.2,16.802
4/19/2022,4:56:11,2.76,6.1,16.836
4/19/2022,4:57:14,2.68,5.89,15.7852
4/19/2022,4:58:16,3.08,5.77,17.7716
4/19/2022,4:59:19,3.15,6.05,19.0575
4/19/2022,5:00:22,2.9,5.93,17.197
4/19/2022,5:01:24,3.02,5.95,17.969
4/19/2022,5:02:27,2.83,6.02,17.0366
4/19/2022,5:03:30,2.84,6.03,17.1252
4/19/2022,5:04:32,2.68,6.02,16.1336
4/19/2022,5:05:35,2.83,5.98,16.9234
4/19/2022,5:06:51,2.93,6.21,18.1953
4/19/2022,5:07:54,2.96,5.95,17.612
4/19/2022,5:08:56,3.1,6.01,18.631
4/19/2022,5:09:59,2.88,5.89,16.9632
4/19/2022,5:11:01,2.76,6.06,16.7256
4/19/2022,5:12:03,3.04,6.02,18.3008
4/19/2022,5:13:06,3.1,5.76,17.856
4/19/2022,5:14:09,3.13,5.98,18.7174
4/19/2022,5:15:11,2.72,6.01,16.3472
4/19/2022,5:16:14,3.13,6.09,19.0617
4/19/2022,5:17:16,3.1,6.07,18.817
4/19/2022,5:18:19,2.99,6.06,18.1194
4/19/2022,5:19:21,2.91,6.21,18.0711
4/19/2022,5:20:24,3.17,5.88,18.6396
4/19/2022,5:21:27,3.15,6.2,19.53
4/19/2022,5:22:30,3.08,5.99,18.4492
4/19/2022,5:23:33,3.04,6.23,18.9392
4/19/2022,5:24:35,2.79,6.17,17.2143
4/19/2022,5:25:38,3.05,5.86,17.873
4/19/2022,5:26:40,3.12,6.04,18.8448
4/19/2022,5:27:43,2.97,5.91,17.5527
4/19/2022,5:28:46,2.7,6.07,16.389
4/19/2022,5:29:49,2.76,5.82,16.0632
4/19/2022,5:30:51,2.72,6.21,16.8912
4/19/2022,5:31:54,3.04,5.87,17.8448
4/19/2022,5:32:56,2.66,5.78,15.3748
4/19/2022,5:33:59,2.77,6.04,16.7308
4/19/2022,5:35:05,2.99,5.98,17.8802
4/19/2022,5:36:08,3.06,6.08,18.6048
4/19/2022,5:37:10,2.93,5.84,17.1112
4/19/2022,5:38:13,2.8,5.94,16.632
4/19/2022,5:39:16,2.69,5.76,15.4944
4/19/2022,5:40:19,3.03,5.95,18.0285
4/19/2022,5:41:22,3.09,6.19,19.1271
4/19/2022,5:42:25,2.97,5.95,17.6715
4/19/2022,5:43:28,2.72,5.85,15.912
4/19/2022,5:44:31,2.81,5.96,16.7476
4/19/2022,5:45:34,2.85,6.17,17.5845
4/19/2022,5:46:36,3.15,5.81,18.3015
4/19/2022,5:47:39,2.85,6.23,17.7555
4/19/2022,5:48:42,3.15,5.93,18.6795
4/19/2022,5:49:44,3.08,6.01,18.5108
4/19/2022,5:50:47,2.79,6.21,17.3259
4/19/2022,5:51:49,2.73,6.15,16.7895
4/19/2022,5:52:52,2.8,5.93,16.604
4/19/2022,5:53:55,3.13,6.23,19.4999
4/19/2022,5:54:58,3.16,6.18,19.5288
4/19/2022,5:56:00,2.77,5.88,16.2876
4/19/2022,5:57:03,2.76,6.22,17.1672
4/19/2022,5:58:05,2.68,5.79,15.5172
4/19/2022,5:59:08,3.06,5.98,18.2988
4/19/2022,6:00:11,2.87,6,17.22
4/19/2022,6:01:13,2.91,5.83,16.9653
4/19/2022,6:02:22,2.82,6.2,17.484
4/19/2022,6:03:24,3.08,6,18.48
4/19/2022,6:04:27,3.05,6.24,19.032
4/19/2022,6:05:29,2.79,6.05,16.8795
4/19/2022,6:06:32,2.92,5.84,17.0528
4/19/2022,6:07:35,2.95,5.82,17.169
4/19/2022,6:08:37,3,5.88,17.64
4/19/2022,6:09:40,3.07,6.08,18.6656
4/19/2022,6:10:43,2.7,5.84,15.768
4/19/2022,6:11:45,3.17,5.76,18.2592
4/19/2022,6:12:48,2.75,6.01,16.5275
4/19/2022,6:13:51,3.04,6.08,18.4832
4/19/2022,6:14:53,2.7,6.15,16.605
4/19/2022,6:15:56,2.81,5.77,16.2137
4/19/2022,6:16:59,2.98,6.07,18.0886
4/19/2022,6:18:02,3.01,6.12,18.4212
4/19/2022,6:19:04,2.73,5.9,16.107
4/19/2022,6:20:07,3.02,6.14,18.5428
4/19/2022,6:21:10,2.79,5.8,16.182
4/19/2022,6:22:13,2.78,6.22,17.2916
4/19/2022,6:23:16,2.86,5.87,16.7882
4/19/2022,6:24:19,2.85,6.21,17.6985
4/19/2022,6:25:21,2.8,5.85,16.38
4/19/2022,6:26:24,3.15,5.87,18.4905
4/19/2022,6:27:26,3.04,5.91,17.9664
4/19/2022,6:28:29,3,6.04,18.12
4/19/2022,6:29:31,2.99,5.83,17.4317
4/19/2022,6:30:34,2.67,5.97,15.9399
4/19/2022,6:31:37,2.76,5.76,15.8976
4/19/2022,6:32:39,2.8,5.99,16.772
4/19/2022,6:33:42,2.92,5.78,16.8776
4/19/2022,6:34:44,3.1,6.12,18.972
4/19/2022,6:35:47,3.15,6.17,19.4355
4/19/2022,6:36:50,3.04,5.91,17.9664
4/19/2022,6:37:52,2.8,6.01,16.828
4/19/2022,6:38:55,3.16,6.15,19.434
4/19/2022,6:39:58,3.08,6,18.48
4/19/2022,6:41:01,3.1,6.07,18.817
4/19/2022,6:42:04,2.99,5.89,17.6111
4/19/2022,6:43:06,2.93,6.08,17.8144
4/19/2022,6:44:09,3.11,5.83,18.1313
4/19/2022,6:45:11,2.86,6.12,17.5032
4/19/2022,6:46:14,2.92,5.83,17.0236
4/19/2022,6:47:16,3.1,5.88,18.228
4/19/2022,6:48:19,2.79,5.94,16.5726
4/19/2022,6:49:22,2.73,5.83,15.9159
4/19/2022,6:50:24,3.11,6.23,19.3753
4/19/2022,6:51:27,3.13,6.21,19.4373
4/19/2022,6:52:29,3.03,6.14,18.6042
4/19/2022,6:53:32,2.66,5.85,15.561
4/19/2022,6:54:34,2.87,6.23,17.8801
4/19/2022,6:55:37,2.82,5.91,16.6662
4/19/2022,6:56:40,2.74,5.92,16.2208
4/19/2022,6:57:43,3.14,6.03,18.9342
4/19/2022,6:58:45,2.89,5.84,16.8776
4/19/2022,6:59:48,2.81,5.88,16.5228
4/19/2022,7:00:51,2.85,6.13,17.4705
4/19/2022,7:01:53,2.76,6.22,17.1672
4/19/2022,7:02:56,2.74,6.12,16.7688
4/19/2022,7:03:58,3.1,6.17,19.127
4/19/2022,7:05:01,2.87,5.9,16.933
4/19/2022,7:06:03,2.92,5.89,17.1988
4/19/2022,7:07:06,2.9,5.92,17.168
4/19/2022,7:08:09,2.68,6.17,16.5356
4/19/2022,7:09:11,3.07,5.83,17.8981
4/19/2022,7:10:14,2.79,5.88,16.4052
4/19/2022,7:11:17,2.76,5.84,16.1184
4/19/2022,7:12:20,2.66,5.82,15.4812
4/19/2022,7:13:22,2.95,6.11,18.0245
4/19/2022,7:14:25,2.92,5.88,17.1696
4/19/2022,7:15:27,3.04,5.77,17.5408
4/19/2022,7:16:30,3.06,5.9,18.054
4/19/2022,7:17:32,2.74,6,16.44
4/19/2022,7:18:35,3.1,5.78,17.918
4/19/2022,7:19:37,2.65,5.87,15.5555
4/19/2022,7:20:41,2.93,5.91,17.3163
4/19/2022,7:21:44,3.11,6.23,19.3753
4/19/2022,7:22:47,2.92,5.77,16.8484
4/19/2022,7:23:49,2.97,6.02,17.8794
4/19/2022,7:24:52,2.86,5.77,16.5022
4/19/2022,7:25:55,3.16,6.06,19.1496
4/19/2022,7:26:57,2.99,5.79,17.3121
4/19/2022,7:28:00,2.65,6.07,16.0855
4/19/2022,7:29:03,2.86,6.12,17.5032
4/19/2022,7:30:05,3.09,5.91,18.2619
4/19/2022,7:31:08,2.99,6.09,18.2091
4/19/2022,7:32:10,2.8,6.1,17.08
4/19/2022,7:33:13,2.8,6.05,16.94
4/19/2022,7:34:15,2.76,6.01,16.5876
4/19/2022,7:35:18,2.91,6.05,17.6055
4/19/2022,7:36:20,2.93,6.18,18.1074
4/19/2022,7:37:23,3.05,6.22,18.971
4/19/2022,7:38:26,2.81,6.06,17.0286
4/19/2022,7:39:28,2.81,5.84,16.4104
4/19/2022,7:40:31,3.1,5.86,18.166
4/19/2022,7:41:33,2.83,5.96,16.8668
4/19/2022,7:42:36,2.86,5.98,17.1028
4/19/2022,7:43:39,2.8,6,16.8
4/19/2022,7:44:41,3,5.83,17.49
4/19/2022,7:45:44,2.84,6.08,17.2672
4/19/2022,7:46:46,2.97,5.86,17.4042
4/19/2022,7:47:49,3.02,6.1,18.422
4/19/2022,7:48:54,2.89,5.96,17.2244
4/19/2022,7:49:56,2.84,5.77,16.3868
4/19/2022,7:50:59,2.67,5.84,15.5928
4/19/2022,7:52:01,2.89,5.98,17.2822
4/19/2022,7:53:04,3.16,5.95,18.802
4/19/2022,7:54:07,2.67,5.9,15.753
4/19/2022,7:55:09,3.11,6.18,19.2198
4/19/2022,7:56:12,3.06,5.77,17.6562
4/19/2022,7:57:15,3.09,6.13,18.9417
4/19/2022,7:58:17,3.04,5.88,17.8752
4/19/2022,7:59:20,2.9,5.98,17.342
4/19/2022,8:00:22,3.09,6.11,18.8799
4/19/2022,8:01:25,2.87,5.99,17.1913
4/19/2022,8:02:27,2.67,6.06,16.1802
4/19/2022,8:03:30,3.04,5.82,17.6928
4/19/2022,8:04:36,2.83,5.85,16.5555
4/19/2022,8:05:39,2.99,5.99,17.9101
4/19/2022,8:06:41,2.73,6.16,16.8168
4/19/2022,8:07:44,2.86,5.85,16.731
4/19/2022,8:08:46,2.77,5.88,16.2876
4/19/2022,8:09:49,2.78,6.12,17.0136
4/19/2022,8:10:52,2.88,6.02,17.3376
4/19/2022,8:11:54,2.68,5.97,15.9996
4/19/2022,8:13:01,2.72,6.23,16.9456
4/19/2022,8:14:04,3.01,6.16,18.5416
4/19/2022,8:15:11,2.96,5.93,17.5528
4/19/2022,8:16:26,2.83,5.87,16.6121
4/19/2022,8:17:29,3.07,5.91,18.1437
4/19/2022,8:18:32,3.05,5.98,18.239
4/19/2022,8:19:34,2.67,6.08,16.2336
4/19/2022,8:20:37,2.89,5.84,16.8776
4/19/2022,8:21:40,2.69,5.81,15.6289
4/19/2022,8:22:42,2.9,6.22,18.038
4/19/2022,8:23:45,2.96,5.89,17.4344
4/19/2022,8:24:48,2.98,6.24,18.5952
4/19/2022,8:25:50,3.16,6.22,19.6552
4/19/2022,8:26:53,2.69,6.16,16.5704
4/19/2022,8:27:56,2.74,6.07,16.6318
4/19/2022,8:28:58,3.07,5.81,17.8367
4/19/2022,8:30:01,2.74,5.99,16.4126
4/19/2022,8:31:04,3.09,5.98,18.4782
4/19/2022,8:32:06,2.87,5.94,17.0478
4/19/2022,8:33:09,2.73,5.91,16.1343
4/19/2022,8:34:11,2.91,5.8,16.878
4/19/2022,8:35:14,2.64,6.15,16.236
4/19/2022,8:36:16,3.13,5.81,18.1853
4/19/2022,8:37:19,2.91,6.05,17.6055
4/19/2022,8:38:21,2.69,6.14,16.5166
4/19/2022,8:39:24,2.69,6.14,16.5166
4/19/2022,8:40:27,2.72,6.07,16.5104
4/19/2022,8:41:29,3.05,6.11,18.6355
4/19/2022,8:42:32,2.65,5.88,15.582
4/19/2022,8:43:34,2.88,5.84,16.8192
4/19/2022,8:44:37,3.12,6.14,19.1568
4/19/2022,8:45:39,3.01,6.1,18.361
4/19/2022,8:46:42,2.94,5.88,17.2872
4/19/2022,8:47:44,2.76,5.95,16.422
4/19/2022,8:48:47,3.16,6.11,19.3076
4/19/2022,8:49:50,2.92,6.15,17.958
4/19/2022,8:50:52,2.88,5.93,17.0784
4/19/2022,8:51:55,2.65,6.19,16.4035
4/19/2022,8:52:58,2.89,6.02,17.3978
4/19/2022,8:54:00,3.17,6.03,19.1151
4/19/2022,8:55:03,2.86,6.23,17.8178
4/19/2022,8:56:06,2.89,6.05,17.4845
4/19/2022,8:57:08,2.85,5.81,16.5585
4/19/2022,8:58:11,2.73,5.96,16.2708
4/19/2022,8:59:13,2.72,5.85,15.912
4/19/2022,9:00:16,2.72,5.83,15.8576
4/19/2022,9:01:18,2.9,5.89,17.081
4/19/2022,9:02:21,3.14,6.21,19.4994
4/19/2022,9:03:23,2.75,5.79,15.9225
4/19/2022,9:04:26,2.94,6.03,17.7282
4/19/2022,9:05:29,2.87,5.78,16.5886
4/19/2022,9:06:32,3.17,6.11,19.3687
4/19/2022,9:07:35,2.84,5.85,16.614
4/19/2022,9:08:38,3.04,6.03,18.3312
4/19/2022,9:09:40,2.7,6.19,16.713
4/19/2022,9:10:43,3.03,5.99,18.1497
4/19/2022,9:11:45,3.11,5.8,18.038
4/19/2022,9:12:48,2.98,6.05,18.029
4/19/2022,9:13:50,3.07,5.9,18.113
4/19/2022,9:14:53,2.97,5.81,17.2557
4/19/2022,9:15:56,2.69,6.05,16.2745
4/19/2022,9:16:58,2.96,5.9,17.464
4/19/2022,9:18:01,3.1,6.19,19.189
4/19/2022,9:19:03,3.11,6.12,19.0332
4/19/2022,9:20:06,3.05,6.11,18.6355
4/19/2022,9:21:08,2.73,5.9,16.107
4/19/2022,9:22:11,2.8,6.19,17.332
4/19/2022,9:23:14,3.17,6,19.02
4/19/2022,9:24:16,2.89,5.9,17.051
4/19/2022,9:25:19,2.89,5.82,16.8198
4/19/2022,9:26:21,3.02,6.03,18.2106
4/19/2022,9:27:24,2.97,6.1,18.117
4/19/2022,9:28:26,2.69,6.04,16.2476
4/19/2022,9:29:29,3.11,6.21,19.3131
4/19/2022,9:30:31,2.93,5.86,17.1698
4/19/2022,9:31:33,2.65,5.8,15.37
4/19/2022,9:32:36,3.08,6.09,18.7572
4/19/2022,9:33:38,3,6.04,18.12
4/19/2022,9:34:41,3.14,5.8,18.212
4/19/2022,9:35:43,2.97,5.93,17.6121
4/19/2022,9:36:46,2.99,5.78,17.2822
4/19/2022,9:37:48,2.74,6.09,16.6866
4/19/2022,9:38:51,2.7,6.14,16.578
4/19/2022,9:39:53,3.15,6.05,19.0575
4/19/2022,9:40:56,3.17,6.2,19.654
4/19/2022,9:41:58,3.07,6.21,19.0647
4/19/2022,9:43:01,3.05,6.15,18.7575
4/19/2022,9:44:03,2.86,5.82,16.6452
4/19/2022,9:45:06,3.02,6.16,18.6032
4/19/2022,9:46:09,2.78,5.97,16.5966
4/19/2022,9:47:11,2.82,6.22,17.5404
4/19/2022,9:48:14,2.79,6.16,17.1864
4/19/2022,9:49:17,2.96,5.79,17.1384
4/19/2022,9:50:19,2.69,6.08,16.3552
4/19/2022,9:51:22,2.73,5.93,16.1889
4/19/2022,9:52:24,3,6.23,18.69
4/19/2022,9:53:27,2.96,6.23,18.4408
4/19/2022,9:54:29,2.65,6.07,16.0855
4/19/2022,9:55:32,2.77,5.87,16.2599
4/19/2022,9:56:35,3.1,6.08,18.848
4/19/2022,9:57:37,2.8,6.07,16.996
4/19/2022,9:58:40,2.96,5.86,17.3456
4/19/2022,9:59:43,3.1,5.95,18.445
4/19/2022,10:00:45,2.96,5.95,17.612
4/19/2022,10:01:48,2.66,5.94,15.8004
4/19/2022,10:02:51,2.9,5.96,17.284
4/19/2022,10:03:54,2.86,6.06,17.3316
4/19/2022,10:04:56,2.87,5.78,16.5886
4/19/2022,10:05:59,3.04,5.9,17.936
4/19/2022,10:07:01,2.85,6.01,17.1285
4/19/2022,10:08:04,3.13,6.23,19.4999
4/19/2022,10:09:07,2.78,5.92,16.4576
4/19/2022,10:10:09,3.11,5.92,18.4112
4/19/2022,10:11:12,2.98,6.24,18.5952
4/19/2022,10:12:14,2.84,6.18,17.5512
4/19/2022,10:13:17,3.16,5.83,18.4228
4/19/2022,10:14:20,2.79,5.86,16.3494
4/19/2022,10:15:22,2.86,5.82,16.6452
4/19/2022,10:16:24,2.71,5.9,15.989
4/19/2022,10:17:27,2.95,5.84,17.228
4/19/2022,10:18:30,2.66,6.09,16.1994
4/19/2022,10:19:32,3.15,5.96,18.774
4/19/2022,10:20:35,2.71,6.09,16.5039
4/19/2022,10:21:37,2.82,5.89,16.6098
4/19/2022,10:22:40,2.93,5.85,17.1405
4/19/2022,10:23:42,2.73,6.01,16.4073
4/19/2022,10:24:45,2.65,6.13,16.2445
4/19/2022,10:25:48,2.88,5.77,16.6176
4/19/2022,10:26:50,2.88,6.05,17.424
4/19/2022,10:27:56,2.85,6.17,17.5845
4/19/2022,10:28:58,2.99,5.9,17.641
4/19/2022,10:30:01,3.14,6.23,19.5622
4/19/2022,10:31:04,2.86,6.19,17.7034
4/19/2022,10:32:06,2.71,5.85,15.8535
4/19/2022,10:33:09,3.07,6.07,18.6349
4/19/2022,10:34:11,2.74,5.87,16.0838
4/19/2022,10:35:14,2.74,5.85,16.029
4/19/2022,10:36:17,2.69,5.9,15.871
4/19/2022,10:37:19,3.13,5.93,18.5609
4/19/2022,10:38:22,2.92,5.91,17.2572
4/19/2022,10:39:24,3.09,6.23,19.2507
4/19/2022,10:40:26,2.75,6.09,16.7475
4/19/2022,10:41:29,3.12,5.9,18.408
4/19/2022,10:42:31,2.87,6.09,17.4783
4/19/2022,10:43:34,2.66,6.2,16.492
4/19/2022,10:44:37,3.06,5.85,17.901
4/19/2022,10:45:39,3.11,6.22,19.3442
4/19/2022,10:46:42,2.76,5.79,15.9804
4/19/2022,10:47:45,2.92,6.09,17.7828
4/19/2022,10:48:47,2.67,5.79,15.4593
4/19/2022,10:49:50,2.79,5.83,16.2657
4/19/2022,10:50:53,3.1,5.84,18.104
4/19/2022,10:51:56,3.11,6.23,19.3753
4/19/2022,10:52:59,3.16,6.22,19.6552
4/19/2022,10:54:02,2.87,6.07,17.4209
4/19/2022,10:55:05,2.8,6.18,17.304
4/19/2022,10:56:07,2.84,5.82,16.5288
4/19/2022,10:57:10,3.05,5.96,18.178
4/19/2022,10:58:12,2.86,5.79,16.5594
4/19/2022,10:59:14,3.1,6.12,18.972
4/19/2022,11:00:17,2.72,5.96,16.2112
4/19/2022,11:01:20,2.89,5.91,17.0799
4/19/2022,11:02:22,2.76,5.94,16.3944
4/19/2022,11:03:25,3.07,6,18.42
4/19/2022,11:04:28,2.87,5.77,16.5599
4/19/2022,11:05:31,3.05,6.18,18.849
4/19/2022,11:06:33,2.92,5.82,16.9944
4/19/2022,11:07:36,2.77,6.04,16.7308
4/19/2022,11:08:39,2.91,5.86,17.0526
4/19/2022,11:09:41,2.94,5.86,17.2284
4/19/2022,11:10:44,2.92,6.13,17.8996
4/19/2022,11:11:47,2.81,5.85,16.4385
4/19/2022,11:12:50,2.87,5.76,16.5312
4/19/2022,11:13:52,2.79,6.02,16.7958
4/19/2022,11:14:55,2.65,6.16,16.324
4/19/2022,11:15:57,3.17,5.9,18.703
4/19/2022,11:17:00,3.1,6.01,18.631
4/19/2022,11:18:03,2.9,5.79,16.791
4/19/2022,11:19:05,2.89,6.22,17.9758
4/19/2022,11:20:07,2.7,6.07,16.389
4/19/2022,11:21:10,2.74,6.11,16.7414
4/19/2022,11:22:12,2.98,5.86,17.4628
4/19/2022,11:23:15,2.9,6.18,17.922
4/19/2022,11:24:18,2.7,5.97,16.119
4/19/2022,11:25:20,3.07,6.09,18.6963
4/19/2022,11:26:22,3.08,5.98,18.4184
4/19/2022,11:27:25,2.84,6.11,17.3524
4/19/2022,11:28:27,2.75,6.23,17.1325
4/19/2022,11:29:30,2.72,5.89,16.0208
4/19/2022,11:30:32,2.83,5.83,16.4989
4/19/2022,11:31:35,3.02,6.18,18.6636
4/19/2022,11:32:38,3.06,5.76,17.6256
4/19/2022,11:33:41,3.06,5.79,17.7174
4/19/2022,11:34:43,3.1,6.11,18.941
4/19/2022,11:35:46,3.07,6.24,19.1568
4/19/2022,11:36:48,2.89,6.2,17.918
4/19/2022,11:37:51,2.65,5.9,15.635
4/19/2022,11:38:53,2.81,5.8,16.298
4/19/2022,11:39:56,2.7,6.07,16.389
4/19/2022,11:40:59,2.65,6.16,16.324
4/19/2022,11:42:01,3.17,5.83,18.4811
4/19/2022,11:43:04,3.05,6.23,19.0015
4/19/2022,11:44:06,3.15,6.11,19.2465
4/19/2022,11:45:09,3.09,5.77,17.8293
4/19/2022,11:46:11,3.07,6.14,18.8498
4/19/2022,11:47:14,2.92,5.91,17.2572
4/19/2022,11:48:16,3.03,5.9,17.877
4/19/2022,11:49:19,3.06,5.83,17.8398
4/19/2022,11:50:22,2.97,6.09,18.0873
4/19/2022,11:51:24,2.89,5.86,16.9354
4/19/2022,11:52:27,3.08,6.17,19.0036
4/19/2022,11:53:29,2.94,6.22,18.2868
4/19/2022,11:54:32,2.96,6.03,17.8488
4/19/2022,11:55:34,2.97,6.19,18.3843
4/19/2022,11:56:37,3.04,5.96,18.1184
4/19/2022,11:57:40,3.03,6.23,18.8769
4/19/2022,11:58:42,2.67,6.24,16.6608
4/19/2022,11:59:45,2.68,5.87,15.7316
4/19/2022,12:00:47,3.09,6.19,19.1271
4/19/2022,12:01:50,2.65,6.14,16.271
4/19/2022,12:02:52,2.97,6.17,18.3249
4/19/2022,12:03:55,3.04,5.9,17.936
4/19/2022,12:04:57,3.05,5.85,17.8425
4/19/2022,12:06:00,2.8,6.18,17.304
4/19/2022,12:07:02,3.02,5.81,17.5462
4/19/2022,12:08:05,3.06,5.78,17.6868
4/19/2022,12:09:07,3.03,6.21,18.8163
4/19/2022,12:10:10,2.99,5.86,17.5214
4/19/2022,12:11:12,2.84,5.78,16.4152
4/19/2022,12:12:15,2.68,6,16.08
4/19/2022,12:13:18,2.87,5.81,16.6747
4/19/2022,12:14:20,2.93,5.98,17.5214
4/19/2022,12:15:23,2.66,6.23,16.5718
4/19/2022,12:16:26,2.97,6.05,17.9685
4/19/2022,12:17:29,3.01,6.24,18.7824
4/19/2022,12:18:32,3.07,5.83,17.8981
4/19/2022,12:19:34,3.06,5.79,17.7174
4/19/2022,12:20:37,3.17,5.94,18.8298
4/19/2022,12:21:40,2.78,6.15,17.097
4/19/2022,12:22:42,2.88,6.21,17.8848
4/19/2022,12:23:45,2.84,5.92,16.8128
4/19/2022,12:24:47,2.71,6.17,16.7207
4/19/2022,12:25:50,3.15,5.87,18.4905
4/19/2022,12:26:52,2.7,5.96,16.092
4/19/2022,12:27:55,2.99,6.12,18.2988
4/19/2022,12:28:57,3.15,6.07,19.1205
4/19/2022,12:30:00,3.06,6,18.36
4/19/2022,12:31:02,3.15,6.13,19.3095
4/19/2022,12:32:05,2.86,6.14,17.5604
4/19/2022,12:33:07,3.14,6.2,19.468
4/19/2022,12:34:10,3.14,6.11,19.1854
4/19/2022,12:35:12,2.98,6.05,18.029
4/19/2022,12:36:15,2.66,5.87,15.6142
4/19/2022,12:37:19,3.02,5.93,17.9086
4/19/2022,12:38:22,2.86,5.96,17.0456
4/19/2022,12:39:24,2.96,5.76,17.0496
4/19/2022,12:40:27,2.93,5.83,17.0819
4/19/2022,12:41:30,3.16,6.15,19.434
4/19/2022,12:42:32,2.85,5.97,17.0145
4/19/2022,12:43:34,2.83,5.85,16.5555
4/19/2022,12:44:37,2.73,6.13,16.7349
4/19/2022,12:45:39,2.83,6.19,17.5177
4/19/2022,12:46:42,2.86,5.84,16.7024
4/19/2022,12:47:45,3.16,6.02,19.0232
4/19/2022,12:48:47,2.85,6.15,17.5275
4/19/2022,12:49:50,2.83,5.81,16.4423
4/19/2022,12:50:53,2.74,6.23,17.0702
4/19/2022,12:51:55,3.11,6.15,19.1265
4/19/2022,12:52:58,3.03,6.05,18.3315
4/19/2022,12:54:00,2.85,6.04,17.214
4/19/2022,12:55:04,2.96,6.24,18.4704
4/19/2022,12:56:06,2.9,6.17,17.893
4/19/2022,12:57:09,3.06,6,18.36
4/19/2022,12:58:12,2.85,5.8,16.53
4/19/2022,12:59:14,2.94,5.98,17.5812
4/19/2022,13:00:26,2.79,5.88,16.4052
4/19/2022,13:01:28,2.65,6.21,16.4565
4/19/2022,13:02:31,3.08,5.83,17.9564
4/19/2022,13:03:33,2.77,5.78,16.0106
4/19/2022,13:04:36,2.81,6.05,17.0005
4/19/2022,13:05:38,3.11,6,18.66
4/19/2022,13:06:41,3.11,6.01,18.6911
4/19/2022,13:07:43,3.14,6.19,19.4366
4/19/2022,13:08:46,2.95,6.12,18.054
4/19/2022,13:09:49,3.14,6.02,18.9028
4/19/2022,13:10:51,2.79,5.77,16.0983
4/19/2022,13:11:54,2.87,6.18,17.7366
4/19/2022,13:12:56,2.64,5.82,15.3648
4/19/2022,13:13:59,3.02,6.1,18.422
4/19/2022,13:15:01,2.95,5.83,17.1985
4/19/2022,13:16:04,2.67,6.15,16.4205
4/19/2022,13:17:07,3.13,5.78,18.0914
4/19/2022,13:18:10,2.71,6.01,16.2871
4/19/2022,13:19:12,2.73,6.17,16.8441
4/19/2022,13:20:15,2.71,5.82,15.7722
4/19/2022,13:21:17,2.95,6.1,17.995
4/19/2022,13:22:20,3,5.87,17.61
4/19/2022,13:23:23,3.04,5.91,17.9664
4/19/2022,13:24:25,2.87,5.86,16.8182
4/19/2022,13:25:27,3.15,5.82,18.333
4/19/2022,13:26:30,2.79,6.21,17.3259
4/19/2022,13:27:33,3.01,6.14,18.4814
4/19/2022,13:28:36,2.72,5.82,15.8304
4/19/2022,13:29:38,2.89,5.81,16.7909
